Directory of Federal Real Property
Real Property and Materiel Policy Division
Treasury Board of Canada Secretariat
Government of Canada

Security Level: Not Protected
Date: January 3rd, 2023
Sort order:
Character set: ISO 8859 Latin 1
Field Delimiter: Comma
Text Qualifier: Double quote
Field Names: Included in line 16
Data: Begins on line 17
Help: DFRP-ADMIN-RBIF@tbs-sct.gc.ca

"Structure Number (TEXT data)","Property Number (TEXT data)","Structure Name","Custodian Code (TEXT data)","Custodian Name","Interest Type Code (TEXT data)","Interest Type","Street Address","Floor Area","Construction Year","Condition Type Code (TEXT data)","Condition","Fully Occupied Building","SGC Code (TEXT data)","Municipality","Province or Territory Code (TEXT data)","Province or Territory","Federal Electoral District Code (TEXT data)","Federal Electoral District","Country Code (TEXT data)","Country","City Code (TEXT data)","City","Latitude","Longitude","Security Code (TEXT data)","Security Designation","Census Classification","Record Created On","Record Last Modified On"
"004934","04934","GC Building - Caraquet","140","Public Services and Procurement Canada","10","Crown Owned","50  St. Pierre Boulevard West, Caraquet, New Brunswick, E1W 1B6","544.00","1974","1","Good","Yes","1315028","Caraquet","13","New Brunswick","001","Acadie--Bathurst","CA","Canada","","","47.791948","-64.945584","0","Not Protected","Rural","2008-10-15 2:42:04 PM","2019-04-18 5:00:00 AM"
"005000","08910","L'Esplanade Laurier (commercial)","140","Public Services and Procurement Canada","10","Crown Owned","171-181 Bank Street","14513.00","1975","3","Poor","Yes","3506008","Ottawa","35","Ontario","075","Ottawa Centre","CA","Canada","","","45.418413","-75.698211","0","Not Protected","Rural","2013-02-21 1:15:34 PM","2022-11-24 5:00:00 AM"
"005030","05030","GC Building - Cap-aux-Meules","140","Public Services and Procurement Canada","10","Crown Owned","235 Principale Street, Cap-aux-Meules, Quebec, G0B 1B0","1109.00","1953","2","Fair","Yes","2401023","Les Îles-de-la-Madeleine","24","Quebec","026","Gaspésie--Les Îles-de-la-Madeleine","CA","Canada","","","47.379545","-61.862280","0","Not Protected","Rural","2008-10-15 2:42:04 PM","2022-11-24 5:00:00 AM"
"005146","05146","GC Building - Gaspé","140","Public Services and Procurement Canada","10","Crown Owned","120  De la Reine Street, Gaspé, Quebec, G4X 2R2","1360.00","1950","1","Good","Yes","2403005","Gaspé","24","Quebec","026","Gaspésie--Les Îles-de-la-Madeleine","CA","Canada","","","48.829872","-64.483805","0","Not Protected","Rural","2008-10-15 2:42:04 PM","2021-01-30 5:00:00 AM"
"005183","05183","Community Council Building","140","Public Services and Procurement Canada","24","Lease or Licence","Tableland Drive, Birchy Head, Newfoundland and Labrador, A0K 1K0","84.00","","","","No","1009030","Glenburnie-Birchy Head-Shoal Brook","10","Newfoundland and Labrador","005","Long Range Mountains","CA","Canada","","","49.455180","-57.903114","0","Not Protected","Rural","2008-10-15 2:42:04 PM","2020-02-14 5:00:00 AM"
"005398","05398","René Tremblay Building","140","Public Services and Procurement Canada","10","Crown Owned","150  Dion Boulevard, Matane, Quebec, G4W 3L7","8750.00","1976","2","Fair","Yes","2408053","Matane","24","Quebec","006","Avignon--La Mitis--Matane--Matapédia","CA","Canada","","","48.847343","-67.546504","0","Not Protected","Rural","2008-10-15 2:42:04 PM","2022-03-01 12:00:00 PM"
"005399","05399","Les Galeries du Vieux Port","140","Public Services and Procurement Canada","24","Lease or Licence","750  Du Phare Avenue West, Matane, Quebec, G4W 3W8","367.00","","","","No","2408053","Matane","24","Quebec","006","Avignon--La Mitis--Matane--Matapédia","CA","Canada","","","48.852888","-67.535657","0","Not Protected","Rural","2008-10-15 2:42:04 PM","2020-01-17 5:00:00 AM"
"005404","05404","5550 268th Street","140","Public Services and Procurement Canada","24","Lease or Licence","5550 - 268th Street, Langley, British Columbia, V4W 3X4","762.00","","","","Yes","5915001","Langley","59","British Columbia","016","Langley--Aldergrove","CA","Canada","","","49.102782","-122.481255","0","Not Protected","Rural","2008-10-15 2:42:04 PM","2020-01-17 5:00:00 AM"
"005408","05408","Town Centre Building","140","Public Services and Procurement Canada","24","Lease or Licence","210  Broadway Street, Orangeville, Ontario, L9W 5G4","232.00","","","","No","3522014","Orangeville","35","Ontario","022","Dufferin--Caledon","CA","Canada","","","43.918755","-80.097576","0","Not Protected","Urban","2008-10-15 2:42:04 PM","2020-01-17 5:00:00 AM"
"005433","05433","20121 Union Avenue","140","Public Services and Procurement Canada","24","Lease or Licence","2021  Union Avenue, Montréal, Quebec, H3A 2S9","1236.00","","","","No","2466023","Montréal","24","Quebec","077","Ville-Marie--Le Sud-Ouest--Île-des-Soeurs","CA","Canada","","","45.505055","-73.571392","0","Not Protected","Urban","2008-10-15 2:42:04 PM","2020-01-17 5:00:00 AM"
"005464","05464","100 Colonnade Road","140","Public Services and Procurement Canada","24","Lease or Licence","100 Colonnade Road","5086.00","","","","Yes","3506008","Ottawa","35","Ontario","079","Ottawa West--Nepean","CA","Canada","","","45.346048","-75.705855","0","Not Protected","Rural","2008-10-15 2:42:04 PM","2022-11-28 12:00:00 PM"
"005502","05502","Rivière-du-Loup Shopping Centre","140","Public Services and Procurement Canada","24","Lease or Licence","298  Armand Thériault Boulevard, Rivière-du-Loup, Quebec, G5R 4C2","702.00","","","","No","2412072","Rivière-du-Loup","24","Quebec","051","Montmagny--L'Islet--Kamouraska--Rivière-du-Loup","CA","Canada","","","47.824215","-69.548335","0","Not Protected","Rural","2008-10-23 3:40:09 PM","2022-08-19 5:00:00 AM"
"005532","05532","Pohénégamook  Border Crossing- Main Customs Building","155","Canada Border Services Agency","10","Crown Owned","1187, rue de la Frontiere","108.00","1950","2","Fair","Yes","2413095","Pohénégamook","24","Quebec","018","Rimouski-Neigette--Témiscouata--Les Basques","CA","Canada","","","47.455990","-69.228359","0","Not Protected","Rural","2008-12-09 1:23:39 PM","2022-01-19 5:00:00 AM"
"005614","05614","St-Pamphile Border Crossing- Main Customs Building","155","Canada Border Services Agency","10","Crown Owned","1123 Elgin Road South","76.00","1950","2","Fair","Yes","2417010","Saint-Pamphile","24","Quebec","051","Montmagny--L'Islet--Kamouraska--Rivière-du-Loup","CA","Canada","","","46.942909","-69.750572","0","Not Protected","Rural","2008-12-09 1:23:39 PM","2022-01-19 5:00:00 AM"
"005618","05618","250 Thorold Rd W","140","Public Services and Procurement Canada","24","Lease or Licence","250 Thorold Road West, Welland, Ontario, L3C 3W3","275.00","","","","No","3526032","Welland","35","Ontario","066","Niagara Centre","CA","Canada","","","43.003980","-79.268437","0","Not Protected","Urban","2008-10-15 2:42:04 PM","2020-01-17 5:00:00 AM"
"005669","05669","Marine House Building","140","Public Services and Procurement Canada","10","Crown Owned","176  Portland Street, Dartmouth, Nova Scotia, B2Y 1J3","5708.00","1984","4","Critical","Yes","1209034","Halifax","12","Nova Scotia","004","Dartmouth--Cole Harbour","CA","Canada","","","44.667115","-63.563819","0","Not Protected","Rural","2008-10-22 9:08:44 AM","2022-11-24 5:00:00 AM"
"005757","05757","Louis St-Laurent Building","140","Public Services and Procurement Canada","10","Crown Owned","3  Passage Du Chien-d'Or, Québec, Quebec, G1R 4V7","4857.00","1871","1","Good","Yes","2423027","Québec","24","Quebec","059","Québec","CA","Canada","","","46.813341","-71.205125","0","Not Protected","Urban","2008-10-15 2:42:04 PM","2022-03-01 12:00:00 PM"
"005769","05769","GC Building - Gare du Palais","140","Public Services and Procurement Canada","10","Crown Owned","330  De la Gare du Palais Street, Québec, Quebec, G1K 3X2","8106.00","1938","1","Good","Yes","2423027","Québec","24","Quebec","059","Québec","CA","Canada","","","46.817660","-71.213275","0","Not Protected","Urban","2008-10-15 2:42:04 PM","2021-01-30 5:00:00 AM"
"005972","05972","Armstrong Border Crossing- Main Customs Building","155","Canada Border Services Agency","10","Crown Owned","999 Highway 173","746.00","2004","1","Good","Yes","2429005","Saint-Théophile","24","Quebec","007","Beauce","CA","Canada","","","45.806984","-70.398891","0","Not Protected","Rural","2008-12-09 1:23:39 PM","2022-01-19 5:00:00 AM"
"006009","06009","Woburn Border Crossing- Main Customs Building","155","Canada Border Services Agency","10","Crown Owned","1120 Des Lignes Road","411.00","1950","4","Critical","Yes","2430005","Saint-Augustin-de-Woburn","24","Quebec","047","Mégantic--L'Érable","CA","Canada","","","45.378938","-70.808582","0","Not Protected","Rural","2008-12-09 1:23:39 PM","2022-01-19 5:00:00 AM"
"006038","06038","East Hereford Border Crossing- Main Customs Building","155","Canada Border Services Agency","10","Crown Owned","26, Road 253","290.00","1960","2","Fair","Yes","2444010","East Hereford","24","Quebec","023","Compton--Stanstead","CA","Canada","","","45.014541","-71.505116","0","Not Protected","Rural","2008-12-09 1:23:39 PM","2022-01-19 5:00:00 AM"
"006039","06039","Hereford Road Border Crossing- Main Customs Building","155","Canada Border Services Agency","10","Crown Owned","1871, Road 141","156.00","1960","4","Critical","Yes","2444015","Saint-Herménégilde","24","Quebec","023","Compton--Stanstead","CA","Canada","","","45.013154","-71.560318","0","Not Protected","Rural","2008-12-09 1:23:39 PM","2022-01-19 5:00:00 AM"
"006040","06040","Chartierville Border Crossing- Main Customs Building","155","Canada Border Services Agency","10","Crown Owned","165 St-Hyancinthe Street (Road 257)","426.00","1970","2","Fair","Yes","2441020","Chartierville","24","Quebec","023","Compton--Stanstead","CA","Canada","","","45.253592","-71.205140","0","Not Protected","Rural","2008-12-09 1:23:39 PM","2022-01-19 5:00:00 AM"
"006153","06153","208 Beamish Avenue W","140","Public Services and Procurement Canada","24","Lease or Licence","208  Beamish Avenue W, Geraldton, Ontario, P0T 1M0","60.00","","","","No","3558075","Greenstone","35","Ontario","106","Thunder Bay--Superior North","CA","Canada","","","49.720925","-86.951670","0","Not Protected","Rural","2008-10-15 2:42:04 PM","2020-10-02 5:00:00 AM"
"006154","06154","Toronto Courhouse","140","Public Services and Procurement Canada","24","Lease or Licence","361 University Avenue, Toronto, Ontario, M5G 1T4","196.00","","","","No","3520005","Toronto","35","Ontario","101","Spadina--Fort York","CA","Canada","","","43.653060","-79.386061","0","Not Protected","Urban","2008-10-15 2:42:04 PM","2020-01-17 5:00:00 AM"
"006156","06156","280 Armstrong Street North","140","Public Services and Procurement Canada","24","Lease or Licence","280 Armstrong Street North, New Liskeard, Ontario, P0J 1P0","112.00","","","","No","3554020","Temiskaming Shores","35","Ontario","070","Nipissing--Timiskaming","CA","Canada","","","47.516571","-79.675714","0","Not Protected","Rural","2008-10-15 2:42:04 PM","2022-09-06 12:00:00 PM"
"006165","06165","HRDC Office","140","Public Services and Procurement Canada","24","Lease or Licence","5 - 6877 Goreway Drive, Mississauga, Ontario, L4Y 1L9","400.00","","","","No","3521005","Mississauga","35","Ontario","062","Mississauga--Malton","CA","Canada","","","43.712305","-79.627226","0","Not Protected","Urban","2008-10-15 2:42:04 PM","2020-01-17 5:00:00 AM"
"006170","06170","Moose Jaw HRDC Office","140","Public Services and Procurement Canada","24","Lease or Licence","111  Fairford Street East, Moose Jaw, Saskatchewan, S6H 7X5","470.00","","","","No","4707039","Moose Jaw","47","Saskatchewan","005","Moose Jaw--Lake Centre--Lanigan","CA","Canada","","","50.392342","-105.531521","0","Not Protected","Urban","2008-10-15 2:42:04 PM","2020-01-17 5:00:00 AM"
"006190","06190","Les Cours Painchaud","140","Public Services and Procurement Canada","24","Lease or Licence","708  4e Avenue, La Pocatiere, Quebec, G0R 1Z0","258.00","","","","No","2414085","La Pocatière","24","Quebec","051","Montmagny--L'Islet--Kamouraska--Rivière-du-Loup","CA","Canada","","","47.370422","-70.035465","0","Not Protected","Rural","2008-10-15 2:42:04 PM","2020-01-17 5:00:00 AM"
"006222","06222","GC Building - Tax Centre","140","Public Services and Procurement Canada","10","Crown Owned","4695, De Shawinigan-Sud Boul, Shawinigan, Quebec, G9P 5H9","21741.00","1977","2","Fair","Yes","2436033","Shawinigan","24","Quebec","070","Saint-Maurice--Champlain","CA","Canada","","","46.495610","-72.713969","0","Not Protected","Rural","2008-10-15 2:42:04 PM","2022-03-01 12:00:00 PM"
"006265","06265","Saskatoon Square","140","Public Services and Procurement Canada","24","Lease or Licence","410  22 Street East, Saskatoon, Saskatchewan, S7K 5T6","2160.00","","","","No","4711066","Saskatoon","47","Saskatchewan","012","Saskatoon West","CA","Canada","","","52.128408","-106.659711","0","Not Protected","Urban","2008-10-15 2:42:04 PM","2020-07-09 5:00:00 AM"
"006290","06290","Matrix Centre","140","Public Services and Procurement Canada","24","Lease or Licence","1  Agar Place, Saint John, New Brunswick, E2L 5G4","1730.00","","","","No","1301006","Saint John","13","New Brunswick","009","Saint John--Rothesay","CA","Canada","","","45.280729","-66.055644","0","Not Protected","Rural","2008-10-15 2:42:04 PM","2021-06-09 12:00:00 PM"
"006293","06293","10 Central Avenue","140","Public Services and Procurement Canada","24","Lease or Licence","10 Central Avenue, Fort Erie, Ontario, L2A 6G6","1221.00","","","","No","3526003","Fort Erie","35","Ontario","067","Niagara Falls","CA","Canada","","","42.906040","-78.916227","0","Not Protected","Rural","2008-10-15 2:42:04 PM","2022-06-01 5:00:00 AM"
"006297","06297","255 Attwell Drive","140","Public Services and Procurement Canada","24","Lease or Licence","255 Attwell Drive, Toronto, Ontario, M9W 7G2","2801.00","","","","No","3520005","Toronto","35","Ontario","029","Etobicoke North","CA","Canada","","","43.694972","-79.588526","0","Not Protected","Urban","2008-10-15 2:42:04 PM","2020-11-12 12:00:00 PM"
"006315","06315","Sawmill Road Commercial Building","140","Public Services and Procurement Canada","24","Lease or Licence","5889 Sawmill Road","262.00","","","","Yes","5907014","Oliver","59","British Columbia","029","South Okanagan--West Kootenay","CA","Canada","","","49.176168","-119.543856","0","Not Protected","Urban","2008-10-15 2:42:04 PM","2020-11-07 5:00:01 AM"
"006320","06320","50 Place de la Cité","140","Public Services and Procurement Canada","10","Crown Owned","50 Place de la Cité","9702.00","1953","2","Fair","Yes","2443027","Sherbrooke","24","Quebec","073","Sherbrooke","CA","Canada","","","45.400053","-71.894851","0","Not Protected","Urban","2008-10-15 2:42:04 PM","2022-11-24 5:00:00 AM"
"006324","06324","Chedabucto Centre","140","Public Services and Procurement Canada","24","Lease or Licence","9996  Highway  16, Guysborough, Nova Scotia, B0H 1N0","99.00","","","","No","1213004","Guysborough","12","Nova Scotia","001","Cape Breton--Canso","CA","Canada","","","45.384079","-61.503443","0","Not Protected","Rural","2008-10-15 2:42:04 PM","2020-01-17 5:00:00 AM"
"006325","06325","Meteghan CFIA Building","140","Public Services and Procurement Canada","24","Lease or Licence","404  Connector Road, Meteghan, Nova Scotia, B0W 2J0","224.00","","","","Yes","1203001","Clare","12","Nova Scotia","011","West Nova","CA","Canada","","","44.167050","-66.157725","0","Not Protected","Rural","2019-12-23 12:00:00 PM","2022-12-16 5:00:00 AM"
"006326","06326","Meteghan Fisheries Building","140","Public Services and Procurement Canada","24","Lease or Licence","7949 Highway No. 1, Meteghan, Nova Scotia, B0W 2J0","710.00","","","","Yes","1203001","Clare","12","Nova Scotia","011","West Nova","CA","Canada","","","44.181036","-66.175612","0","Not Protected","Rural","2008-10-15 2:42:04 PM","2022-12-16 5:00:00 AM"
"006327","06327","Jacques-Cartier Place","140","Public Services and Procurement Canada","24","Lease or Licence","1650  King Street West, Sherbrooke, Quebec, J1J 2C3","969.00","","","","No","2443027","Sherbrooke","24","Quebec","073","Sherbrooke","CA","Canada","","","45.398409","-71.916204","0","Not Protected","Urban","2008-10-15 2:42:04 PM","2022-12-30 12:00:00 PM"
"006334","06334","Yarmouth CFIA Building","140","Public Services and Procurement Canada","24","Lease or Licence","23  Industry Avenue, Yarmouth, Nova Scotia, B5A 4R7","715.00","","","","Yes","1202006","Yarmouth","12","Nova Scotia","011","West Nova","CA","Canada","","","43.831871","-66.096571","0","Not Protected","Urban","2008-10-15 2:42:04 PM","2020-01-17 5:00:00 AM"
"006345","06345","Stanstead 55 (HWY Joseph-Armand Bombardier) Border Crossing-International Building","155","Canada Border Services Agency","10","Crown Owned","2 Highway 55","1338.00","2005","1","Good","Yes","2445008","Stanstead","24","Quebec","023","Compton--Stanstead","CA","Canada","","","45.006718","-72.086869","0","Not Protected","Rural","2008-12-09 1:23:39 PM","2022-01-19 5:00:00 AM"
"006347","06347","Stanstead 143 (Rock Island) Border Crossing-Main Customs Building","155","Canada Border Services Agency","10","Crown Owned","226 Principale St., Rte. 143","653.00","1971","2","Fair","Yes","2445008","Stanstead","24","Quebec","023","Compton--Stanstead","CA","Canada","","","45.006354","-72.098709","0","Not Protected","Rural","2008-12-09 1:23:39 PM","2022-01-19 5:00:00 AM"
"006353","06353","Stanstead 247 (Beebe) Border Crossing- Main Customs Building","155","Canada Border Services Agency","10","Crown Owned","2 Principale St, Road 247","222.00","1932","3","Poor","Yes","2445008","Stanstead","24","Quebec","023","Compton--Stanstead","CA","Canada","","","45.006020","-72.141920","0","Not Protected","Rural","2008-12-09 1:23:39 PM","2022-01-19 5:00:00 AM"
"006361","06361","Highwater Border Crossing- Main Customs Building","155","Canada Border Services Agency","10","Crown Owned","4, Road 243","425.00","1966","4","Critical","Yes","2445030","Potton","24","Quebec","016","Brome--Missisquoi","CA","Canada","","","45.007880","-72.416160","0","Not Protected","Rural","2008-12-09 1:33:44 PM","2022-01-19 5:00:00 AM"
