Directory of Federal Real Property
Real Property and Materiel Policy Division
Treasury Board of Canada Secretariat
Government of Canada

Security Level: Not Protected
Date: January 1st, 2023
Sort order:
Character set: ISO 8859 Latin 1
Field Delimiter: Comma
Text Qualifier: Double quote
Field Names: Included in line 16
Data: Begins on line 17
Help: DFRP-ADMIN-RBIF@tbs-sct.gc.ca

"Property Number (TEXT data)","Parcel Number (TEXT data)","Property Name","Custodian Code (TEXT data)","Custodian Name","Primary Use Group Code (TEXT data)","Primary Use Group","Interest Type Code (TEXT data)","Interest Type","Restriction on Interest Code (TEXT data)","Restriction on Interest","Street Address","Place Name","SGC Code (TEXT data)","Municipality","Province or Territory Code (TEXT data)","Province or Territory","Federal Electoral District Code (TEXT data)","Federal Electoral District","Country Code (TEXT data)","Country","City Code (TEXT data)","City","Land Area","Building Count","Floor Area","Exterior Parking","Interior Parking","Interior Parking Included in Floor Area","Latitude","Longitude","Positional Accuracy","Security Code (TEXT data)","Security Designation","Census Classification","Record Created On","Record Last Modified On"
"04758","00","Grand Falls Border Crossing (CBSA)","155","Canada Border Services Agency","45 ","Office","10","Crown Owned","00","No Restriction","1015 Main Street, Grand Falls NB E3Z 2X1","Grand Falls, New Brunswick","1312019","Grand Falls","13","New Brunswick","010","Tobique--Mactaquac","CA","Canada","","","0.5330",2,"215.00",16,0,"No","47.059526","-67.789510",30,"0","Not Protected","Rural","1990-02-05 12:00:00 AM","2021-04-14 5:00:00 AM"
"04761","00","GC Site - Grand Falls","140","Public Services and Procurement Canada","45 ","Office","10","Crown Owned","00","No Restriction","373-377 Broadway Boulevard","","1312019","Grand Falls","13","New Brunswick","010","Tobique--Mactaquac","CA","Canada","","","0.2458",1,"1138.00",36,0,"No","47.045830","-67.742528",30,"0","Not Protected","Rural","1990-08-03 12:00:00 AM","2021-07-19 12:00:00 PM"
"04768","00","GC Site - St. Leonard","155","Canada Border Services Agency","45 ","Office","10","Crown Owned","00","No Restriction","1015 Main Street, Grand Falls NB E3Z 2X1","Grand Falls, New Brunswick","1313006","Saint-Léonard","13","New Brunswick","005","Madawaska--Restigouche","CA","Canada","","","0.3613",1,"718.00",12,0,"No","47.160629","-67.929240",30,"0","Not Protected","Rural","1990-08-03 12:00:00 AM","2021-04-13 12:00:00 PM"
"04782","00","GC Site - Edmundston","140","Public Services and Procurement Canada","45 ","Office","10","Crown Owned","00","No Restriction","22 Emmerson Street and Costigan Street","","1313027","Edmundston","13","New Brunswick","005","Madawaska--Restigouche","CA","Canada","","","0.2170",1,"1535.00",0,0,"No","47.363954","-68.326342",25,"0","Not Protected","Rural","1990-08-03 12:00:00 AM","2021-12-03 5:00:00 AM"
"04783","00","GC Site - Edmundston","155","Canada Border Services Agency","45 ","Office","10","Crown Owned","00","No Restriction","66 St. Francois Street, Edmunston, New Brunswick, E3V 1E6","Edmundston, New Brunswick","1313027","Edmundston","13","New Brunswick","005","Madawaska--Restigouche","CA","Canada","","","0.8193",1,"1316.00",15,0,"No","47.361587","-68.328395",25,"0","Not Protected","Rural","1990-08-03 12:00:00 AM","2021-04-13 12:00:00 PM"
"04791","00","GC Site - Clair","155","Canada Border Services Agency","45 ","Office","10","Crown Owned","00","No Restriction","790  Main Street, Clair, New Brunswick, E7A 2H6","Clair, New Brunswick","1313031","Haut-Madawaska","13","New Brunswick","005","Madawaska--Restigouche","CA","Canada","","","0.2792",1,"508.00",5,0,"No","47.250470","-68.605423",30,"0","Not Protected","Rural","1990-08-03 12:00:00 AM","2021-04-16 12:00:00 PM"
"04823","00","Office","162","Royal Canadian Mounted Police","45 ","Office","24","Lease or Licence","00","No Restriction","45 Market Road","","1214002","Antigonish","12","Nova Scotia","002","Central Nova","CA","Canada","","","0.0000",1,"102.00",0,0,"No","45.616600","-62.000150",20,"0","Not Protected","Urban","2002-01-25 8:08:19 AM","2021-07-19 12:00:00 PM"
"04845","00","Former GOCB  Site- Saint-Quentin","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","193 Canada Street","Saint Quentin","1314022","Saint-Quentin","13","New Brunswick","005","Madawaska--Restigouche","CA","Canada","","","0.0000",1,"94.00",1,0,"No","47.510919","-67.392433",10,"0","Not Protected","Urban","1990-08-03 12:00:00 AM","2021-07-19 12:00:00 PM"
"04881","00","Nicholas Denys Site","140","Public Services and Procurement Canada","45 ","Office","10","Crown Owned","00","No Restriction","120 Harbourview Boulevard","","1315011","Bathurst","13","New Brunswick","001","Acadie--Bathurst","CA","Canada","","","0.8612",1,"9695.00",54,0,"No","47.621389","-65.656142",30,"0","Not Protected","Rural","1990-08-03 12:00:00 AM","2021-07-19 12:00:00 PM"
"04934","00","GC Site -  Caraquet","140","Public Services and Procurement Canada","45 ","Office","10","Crown Owned","00","No Restriction","50  St Pierre Boulevard","","1315028","Caraquet","13","New Brunswick","001","Acadie--Bathurst","CA","Canada","","","0.3763",1,"544.00",20,0,"No","47.791813","-64.945409",30,"0","Not Protected","Rural","1990-08-03 12:00:00 AM","2021-07-19 12:00:00 PM"
"05030","00","GC Site - Cap-aux-Meules","140","Public Services and Procurement Canada","45 ","Office","10","Crown Owned","00","No Restriction","235 Principale Street ; Lot 3 133 889","","2401023","Les Îles-de-la-Madeleine","24","Quebec","026","Gaspésie--Les Îles-de-la-Madeleine","CA","Canada","","","0.2096",1,"1109.00",35,0,"No","47.379482","-61.862313",100,"0","Not Protected","Rural","1992-04-14 12:00:00 AM","2019-04-18 5:00:00 AM"
"05146","00","GC Site - Gaspé","140","Public Services and Procurement Canada","45 ","Office","10","Crown Owned","00","No Restriction","120 De la Reine Street, Lot 3 147 113","","2403005","Gaspé","24","Quebec","026","Gaspésie--Les Îles-de-la-Madeleine","CA","Canada","","","0.2229",1,"1360.00",27,0,"No","48.830217","-64.483844",100,"0","Not Protected","Rural","1990-08-03 12:00:00 AM","2019-04-18 5:00:00 AM"
"05183","00","Community Council Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","On main road","Birchy Head","1009030","Glenburnie-Birchy Head-Shoal Brook","10","Newfoundland and Labrador","005","Long Range Mountains","CA","Canada","","","0.0000",1,"84.00",4,0,"No","49.455180","-57.903114",50,"0","Not Protected","Rural","1990-08-03 12:00:00 AM","2021-07-19 12:00:00 PM"
"05381","00","Aldergrove Border Crossing (CBSA)","155","Canada Border Services Agency","45 ","Office","10","Crown Owned","00","No Restriction","10 - Highway 13","Aldergrove, British Columbia","5915001","Langley","59","British Columbia","016","Langley--Aldergrove","CA","Canada","","","2.3900",5,"2205.00",70,0,"Yes","49.002881","-122.484915",50,"0","Not Protected","Rural","1999-07-19 8:06:00 AM","2021-04-13 12:00:00 PM"
"05398","00","René-Tremblay Site","140","Public Services and Procurement Canada","45 ","Office","10","Crown Owned","00","No Restriction","150 Dion Boulevard;  lot 2 751 759","","2408053","Matane","24","Quebec","006","Avignon--La Mitis--Matane--Matapédia","CA","Canada","","","1.8621",1,"8750.00",156,0,"No","48.846615","-67.546513",100,"0","Not Protected","Rural","1990-08-03 12:00:00 AM","2019-04-18 5:00:00 AM"
"05399","00","Les Galeries du Vieux Port Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","750 Du Phare Avenue West","","2408053","Matane","24","Quebec","006","Avignon--La Mitis--Matane--Matapédia","CA","Canada","","","0.0000",1,"367.00",0,0,"No","48.852888","-67.535657",100,"0","Not Protected","Rural","1990-08-03 12:00:00 AM","2019-05-17 5:00:01 AM"
"05404","00","5550 - 268th Street Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","5550 - 268th Street; Lot 3","","5915001","Langley","59","British Columbia","016","Langley--Aldergrove","CA","Canada","","","0.0452",1,"762.00",13,0,"No","49.102782","-122.481255",25,"0","Not Protected","Rural","1999-08-25 10:07:46 AM","2021-07-19 12:00:00 PM"
"05408","00","Town Centre Offices Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","210 Broadway Street","","3522014","Orangeville","35","Ontario","022","Dufferin--Caledon","CA","Canada","","","0.0000",1,"232.00",0,0,"No","43.918755","-80.097576",5,"0","Not Protected","Urban","2003-10-21 10:05:34 AM","2019-05-17 5:00:01 AM"
"05433","00","2021 Union Avenue Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","2021 Union Avenue","","2466023","Montréal","24","Quebec","077","Ville-Marie--Le Sud-Ouest--Île-des-Soeurs","CA","Canada","","","0.0000",1,"1236.00",22,5,"No","45.505055","-73.571392",20,"0","Not Protected","Urban","1999-11-18 7:29:58 AM","2019-05-17 5:00:01 AM"
"05464","00","100 Colonade Road Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","100 Colonnade Road","","3506008","Ottawa","35","Ontario","079","Ottawa West--Nepean","CA","Canada","","","0.0000",1,"5086.00",6,0,"No","45.346048","-75.705855",25,"0","Not Protected","Rural","2002-01-31 8:59:53 AM","2021-07-19 12:00:00 PM"
"05502","00","Rivière-du-Loup Shopping Centre Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","298 Armand Thériault Boulevard","","2412072","Rivière-du-Loup","24","Quebec","051","Montmagny--L'Islet--Kamouraska--Rivière-du-Loup","CA","Canada","","","0.0000",1,"702.00",6,0,"No","47.824215","-69.548335",100,"0","Not Protected","Rural","1990-08-03 12:00:00 AM","2019-11-26 12:00:00 PM"
"05522","00","Kluane NPR - Community Office","110","Parks Canada Agency","45 ","Office","10","Crown Owned","00","No Restriction","Block 37, Plan 65943","Haines Junction","6001018","Haines Junction","60","Yukon","001","Yukon","CA","Canada","","","3.2300",3,"955.00",0,0,"No","60.753327","-137.517374",25,"0","Not Protected","Rural","1999-12-15 8:03:24 AM","2022-10-26 5:00:01 AM"
"05532","00","Poh‚n‚gamook  Border Crossing","155","Canada Border Services Agency","45 ","Office","10","Crown Owned","00","No Restriction","1187, rue de la Frontiere","Poh‚n‚gamook, Quebec","2413095","Pohénégamook","24","Quebec","018","Rimouski-Neigette--Témiscouata--Les Basques","CA","Canada","","","0.0366",1,"108.00",2,0,"No","47.455990","-69.228359",500,"0","Not Protected","Rural","1990-02-05 12:00:00 AM","2021-04-13 12:00:00 PM"
"05614","00","St-Pamphile Border Crossing","155","Canada Border Services Agency","45 ","Office","10","Crown Owned","00","No Restriction","1123 Elgin Road South","St-Pamphile, Quebec","2417010","Saint-Pamphile","24","Quebec","051","Montmagny--L'Islet--Kamouraska--Rivière-du-Loup","CA","Canada","","","0.3038",1,"76.00",2,0,"No","46.942909","-69.750572",25,"0","Not Protected","Rural","1990-02-05 12:00:00 AM","2021-04-13 12:00:00 PM"
"05618","00","250 Thorold Rd. Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","250 Thorold Road West","","3526032","Welland","35","Ontario","066","Niagara Centre","CA","Canada","","","0.0000",1,"275.00",0,0,"No","43.003980","-79.268437",50,"0","Not Protected","Urban","1999-12-24 7:50:40 AM","2019-05-17 5:00:01 AM"
"05669","00","Marine House Site","140","Public Services and Procurement Canada","45 ","Office","10","Crown Owned","00","No Restriction","176 Portland Street","","1209034","Halifax","12","Nova Scotia","004","Dartmouth--Cole Harbour","CA","Canada","","","0.2339",1,"5708.00",18,11,"No","44.667255","-63.563854",100,"0","Not Protected","Rural","2000-01-13 7:39:09 AM","2021-07-19 12:00:00 PM"
"05756","00","Voltigeurs de Quebec Armoury Site","140","Public Services and Procurement Canada","45 ","Office","10","Crown Owned","00","No Restriction","805 Wilfrid Laurier Avenue, Lot 1 213 697 and Part of Lots 1 213 699 and 1 315 203, Cadastre of Quebec","","2423027","Québec","24","Quebec","059","Québec","CA","Canada","","","1.9100",1,"8376.00",0,0,"No","46.806608","-71.214140",95,"0","Not Protected","Urban","2011-03-23 10:40:36 AM","2021-12-14 12:00:00 PM"
"05757","00","Louis Saint-Laurent Site","140","Public Services and Procurement Canada","45 ","Office","10","Crown Owned","00","No Restriction","3 Passage du Chien-D'Or","","2423027","Québec","24","Quebec","059","Québec","CA","Canada","","","0.2146",1,"4857.00",13,0,"No","46.813149","-71.204925",50,"0","Not Protected","Urban","1990-08-03 12:00:00 AM","2019-04-18 5:00:00 AM"
"05769","00","GC Site - 330 De la Gare du Palais","140","Public Services and Procurement Canada","45 ","Office","10","Crown Owned","00","No Restriction","330 De la Gare du Palais Street","Old Quebec","2423027","Québec","24","Quebec","059","Québec","CA","Canada","","","0.2422",1,"8106.00",14,0,"No","46.817749","-71.213301",50,"0","Not Protected","Urban","1992-04-14 12:00:00 AM","2021-12-17 5:00:00 AM"
"05972","00","Armstrong Border Crossing","155","Canada Border Services Agency","45 ","Office","10","Crown Owned","00","No Restriction","999 Highway 173","Armstrong, Quebec","2429005","Saint-Théophile","24","Quebec","007","Beauce","CA","Canada","","","1.9301",3,"1359.00",21,0,"No","45.806984","-70.398891",125,"0","Not Protected","Rural","1990-08-03 12:00:00 AM","2021-04-13 12:00:00 PM"
"06009","00","Woburn Border Crossing","155","Canada Border Services Agency","45 ","Office","10","Crown Owned","00","No Restriction","1120 Des Lignes Road","Woburn, Quebec","2430005","Saint-Augustin-de-Woburn","24","Quebec","047","Mégantic--L'Érable","CA","Canada","","","0.9974",3,"517.00",2,0,"No","45.379070","-70.808931",100,"0","Not Protected","Rural","1990-02-05 12:00:00 AM","2021-04-13 12:00:00 PM"
"06038","00","East Hereford Border Crossing","155","Canada Border Services Agency","45 ","Office","10","Crown Owned","00","No Restriction","26 Highway 253","East Hereford, Quebec","2444010","East Hereford","24","Quebec","023","Compton--Stanstead","CA","Canada","","","2.4136",2,"328.00",4,0,"No","45.014709","-71.505193",100,"0","Not Protected","Rural","1990-02-05 12:00:00 AM","2021-04-13 12:00:00 PM"
"06039","00","Hereford Road Border Crossing","155","Canada Border Services Agency","45 ","Office","10","Crown Owned","00","No Restriction","1871 Highway 141","Hereford Road, Quebec","2444015","Saint-Herménégilde","24","Quebec","023","Compton--Stanstead","CA","Canada","","","0.4785",2,"199.00",2,0,"No","45.013182","-71.560456",500,"0","Not Protected","Rural","1990-02-05 12:00:00 AM","2021-04-13 12:00:00 PM"
"06040","00","Chartierville Border Crossing","155","Canada Border Services Agency","45 ","Office","10","Crown Owned","00","No Restriction","165 St-Hyancinthe Street","Chartierville, Quebec","2441020","Chartierville","24","Quebec","023","Compton--Stanstead","CA","Canada","","","0.3784",1,"426.00",4,0,"No","45.253592","-71.205140",500,"0","Not Protected","Rural","1990-08-03 12:00:00 AM","2021-04-13 12:00:00 PM"
"06153","00","208 Beamsh Ave W Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","208 Beamish Avenue W","","3558075","Greenstone","35","Ontario","106","Thunder Bay--Superior North","CA","Canada","","","0.0000",1,"60.00",0,0,"No","49.720925","-86.951670",25,"0","Not Protected","Rural","2000-03-10 7:35:44 AM","2021-06-02 5:00:01 AM"
"06154","00","Toronto Courhouse Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","361 University Avenue","","3520005","Toronto","35","Ontario","101","Spadina--Fort York","CA","Canada","","","0.0000",1,"196.00",0,0,"No","43.653060","-79.386061",50,"0","Not Protected","Urban","2000-03-10 7:35:44 AM","2019-05-17 5:00:01 AM"
"06156","00","280 Armstrong Street North Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","280 Armstrong Street North","","3554020","Temiskaming Shores","35","Ontario","070","Nipissing--Timiskaming","CA","Canada","","","0.0000",1,"112.00",0,0,"No","47.516571","-79.675714",50,"0","Not Protected","Rural","2000-03-10 7:35:44 AM","2019-05-17 5:00:01 AM"
"06165","00","HRDC Office Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","6877 Goreway Drive","","3521005","Mississauga","35","Ontario","062","Mississauga--Malton","CA","Canada","","","0.0000",1,"400.00",24,0,"No","43.712305","-79.627226",10,"0","Not Protected","Urban","2002-02-01 8:39:52 AM","2019-05-17 5:00:01 AM"
"06170","00","111 Fairford Street East Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","111 Fairford Street East","","4707039","Moose Jaw","47","Saskatchewan","005","Moose Jaw--Lake Centre--Lanigan","CA","Canada","","","0.0000",1,"470.00",0,1,"No","50.392342","-105.531521",50,"0","Not Protected","Urban","2000-03-22 7:40:03 AM","2019-05-17 5:00:01 AM"
"06190","00","Les Cours Painchaud Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","708 4e Avenue","","2414085","La Pocatière","24","Quebec","051","Montmagny--L'Islet--Kamouraska--Rivière-du-Loup","CA","Canada","","","0.0000",1,"258.00",15,0,"No","47.370422","-70.035465",100,"0","Not Protected","Rural","2000-04-07 7:37:53 AM","2019-05-17 5:00:01 AM"
"06222","01","GC Site - Tax Centre","140","Public Services and Procurement Canada","45 ","Office","10","Crown Owned","00","No Restriction","4695 de Shawinigan-sud boul., Lot 3 177 048","","2436033","Shawinigan","24","Quebec","070","Saint-Maurice--Champlain","CA","Canada","","","10.2185",1,"21741.00",1101,0,"No","46.494631","-72.714385",10,"0","Not Protected","Rural","1990-08-03 12:00:00 AM","2021-03-19 5:00:00 AM"
"06222","02","GC Site - Tax Centre","140","Public Services and Procurement Canada","45 ","Office","10","Crown Owned","00","No Restriction","4695 de Shawinigan-sud boul., Lot 3 177 048","","2437235","Notre-Dame-du-Mont-Carmel","24","Quebec","070","Saint-Maurice--Champlain","CA","Canada","","","0.4818",0,"0.00",1101,0,"No","46.494719","-72.711284",10,"0","Not Protected","Rural","1990-08-03 12:00:00 AM","2021-03-19 5:00:00 AM"
"06243","00","100 Sparks Street Site","140","Public Services and Procurement Canada","45 ","Office","10","Crown Owned","00","No Restriction","100 Sparks Street","","3506008","Ottawa","35","Ontario","075","Ottawa Centre","CA","Canada","","","0.1256",2,"8995.00",0,0,"Yes","45.422434","-75.697387",5,"0","Not Protected","Rural","2000-04-26 1:07:28 PM","2022-08-04 12:00:00 PM"
